,Company_Name,Rating,Reviews,Company_Type,Location_Info
6261,Lakme Salon,4.0,(173),Beauty & Personal Care,Bangalore / Bengaluru +47 other locations
6262,Informatica,3.8,(173),Software Product,Bangalore / Bengaluru +10 other locations
6263,Caparo Group,3.9,(173),Oil & Gas,Chennai +29 other locations
6264,Finecure Pharmaceuticals,3.8,(173),Pharma,Ahmedabad +15 other locations
6265,Blue Rose Technologies,4.1,(173),IT Services & Consulting,Bangalore / Bengaluru +12 other locations
6266,Natural Remedies,3.9,(173),Pharma,Bangalore / Bengaluru +20 other locations
6267,Saatvik Green Energy,4.0,(173),Power,Ambala +12 other locations
6268,Radix Electrosystems,3.5,(173),Electronics Manufacturing,Mumbai +14 other locations
6269,Gopalan Enterprises,4.1,(173),Real Estate,Bangalore / Bengaluru +6 other locations
6270,Dr ITM,3.3,(173),BPO,Jaipur +15 other locations
6271,Goel Ganga Group,3.4,(173),Real Estate,Pune +4 other locations
6272,Birdeye,3.3,(173),Marketing & Advertising,Gurgaon / Gurugram +4 other locations
6273,RPP Infra Projects,3.9,(172),Engineering & Construction,Chennai +31 other locations
6274,Altius Customer Services,3.0,(172),BPO,Nagpur +5 other locations
6275,Allahabad Bank,4.1,(172),Banking,Kolkata +54 other locations
6276,B.L. Agro Industries,3.6,(172),,
6277,Lamprell,4.1,(172),Oil & Gas,Sharjah +13 other locations
6278,Automotive Stampings and Assemblies,3.8,(172),Auto Components,Pune +10 other locations
6279,Claris Lifesciences Ahmedabad,3.3,(172),Healthcare,Ahmedabad +16 other locations
6280,Lawrence & Mayo,4.0,(173),Retail,Hyderabad / Secunderabad +29 other locations
6281,Qicpic,2.3,(172),Internet,Bangalore / Bengaluru +58 other locations
6282,Mayoor School,4.3,(172),Education & Training,Noida +9 other locations
6283,Imerys,3.7,(170),Metals & Mining,Visakhapatnam +17 other locations
6284,DMI,3.9,(172),IT Services & Consulting,Noida +17 other locations
6285,Gnrc Hospital,3.6,(172),Healthcare,Guwahati +11 other locations
6286,EASTMAN EXPORTS GLOBAL CLOTHING PVT.LTD,3.6,(172),Fashion & Textile,Tiruppur +10 other locations
6287,Pratibha Syntex,4.0,(172),Fashion & Textile,Indore +12 other locations
6288,Yashashvi Rasayan,4.1,(171),Metals & Mining,Bharuch +11 other locations
6289,Apptunix,4.3,(172),Software Product,Mohali +5 other locations
6290,Mafatlal Industries,3.7,(172),,
6291,Carrefour,3.5,(172),Retail,Gurgaon / Gurugram +26 other locations
6292,Tata Realty and Infrastructure,3.9,(172),Real Estate,Mumbai +25 other locations
6293,Bonanza Portfolio,3.4,(172),Financial Services,Mumbai +33 other locations
6294,Cubastion Consulting,2.9,(172),IT Services & Consulting,Gurgaon / Gurugram +5 other locations
6295,Trawex Technologies,4.5,(172),Software Product,Bangalore / Bengaluru +1 other locations
6296,Nabard Consultancy Services,3.8,(172),Management Consulting,New Delhi +55 other locations
6297,Pan Gulf Technologies,4.0,(172),Design,Mumbai +8 other locations
6298,ShopX,4.4,(172),Internet,Bangalore / Bengaluru +30 other locations
6299,Meditrina Hospital,4.0,(171),Healthcare,Kollam +14 other locations
6300,Cornerstone OnDemand,3.3,(172),Software Product,Pune +6 other locations
6301,Azmeel Contracting,4.0,(172),Engineering & Construction,Al Jubail +9 other locations
6302,Antino,2.4,(172),Emerging Technologies,Gurgaon / Gurugram +6 other locations
6303,Ginger Webs,2.7,(172),IT Services & Consulting,Noida +7 other locations
6304,Deccan Cements,4.1,(172),Building Material,Hyderabad / Secunderabad +15 other locations
6305,Daebu Automotive Seat,3.4,(171),Auto Components,Chennai +8 other locations
6306,Saraca Solutions,4.1,(172),IT Services & Consulting,Noida +9 other locations
6307,Mervice Infotech,3.9,(176),,
6308,Tech2Globe,3.9,(172),IT Services & Consulting,New Delhi +1 other locations
6309,SBL Knowledge Services,2.9,(172),IT Services & Consulting,Madurai +15 other locations
6310,First Abu Dhabi Bank,3.1,(172),Banking,Bangalore / Bengaluru +8 other locations
6311,Sri Ranganathar Industries,3.3,(172),Industrial Machinery,Coimbatore +6 other locations
6312,Vertex,4.1,(172),Pharma,Hyderabad / Secunderabad +22 other locations
6313,ABP Network,3.9,(171),Broadcasting,Noida +14 other locations
6314,GD Goenka University,3.5,(171),Education & Training,Gurgaon / Gurugram +29 other locations
6315,Manikaran Power Limited,3.4,(171),Power,New Delhi +12 other locations
6316,TerraCIS Technologies,3.7,(171),IT Services & Consulting,Gurgaon / Gurugram +40 other locations
6317,Linkquest Telecom,3.4,(171),Telecom,Noida +31 other locations
6318,L&T Transportation Infrastructure,4.1,(171),Engineering & Construction,Mumbai +34 other locations
6319,Dr Shroff Charity Eye Hospital,3.7,(172),Healthcare,New Delhi +12 other locations
6320,SEW Infrastructure,3.4,(171),Engineering & Construction,Hyderabad / Secunderabad +23 other locations
6321,Micromatic Grinding Technologies,3.9,(171),Industrial Machinery,Ghaziabad +7 other locations
6322,Synergy Property Development Services,3.8,(171),Real Estate,Bangalore / Bengaluru +20 other locations
6323,CFlo,4.6,(172),Industrial Machinery,Kolkata +10 other locations
6324,IREO,4.5,(171),Real Estate,Gurgaon / Gurugram +10 other locations
6325,SSK Group,3.5,(171),FMCG,Pune +61 other locations
6326,FunnL,3.3,(171),Marketing & Advertising,Hyderabad / Secunderabad +1 other locations
6327,Careers360,3.1,(171),Education & Training,Gurgaon / Gurugram +10 other locations
6328,Singer India,4.0,(171),Consumer Electronics & Appliances,New Delhi +39 other locations
6329,Unify Technologies,2.9,(171),IT Services & Consulting,Hyderabad / Secunderabad +8 other locations
6330,Epp Composites,3.3,(171),Industrial Machinery,Rajkot +11 other locations
6331,TVS Automobiles Solutions,3.7,(171),,
6332,Liquiloans,2.9,(171),FinTech,Mumbai +11 other locations
6333,Cashfree Payments,3.1,(171),FinTech,Bangalore / Bengaluru +6 other locations
6334,Digital Web Solutions,3.9,(171),IT Services & Consulting,Gurgaon / Gurugram +7 other locations
6335,Amnet Systems,3.8,(171),IT Services & Consulting,Chennai +6 other locations
6336,GUVI,3.6,(171),EdTech,Chennai +9 other locations
6337,IQ City Medical College,3.4,(171),Education & Training,Durgapur +3 other locations
6338,Vinsum Axpress,3.0,(172),Logistics,Gurgaon / Gurugram +22 other locations
6339,Conviction HR,4.1,(171),Recruitment,Mumbai +12 other locations
6340,VBeyond Corporation,3.8,(171),Recruitment,Lucknow +8 other locations
6341,Steadfast Medishield,4.0,(171),Pharma,Noida +14 other locations
6342,Ramee Group of Hotels,3.6,(171),Hospitality,Mumbai +17 other locations
6343,Qualsquad Infotech,3.1,(171),IT Services & Consulting,Pune +3 other locations
6344,Jayem Automotives,3.4,(177),Auto Components,Coimbatore +8 other locations
6345,Eazy ERP Technologies,3.8,(171),IT Services & Consulting,Gurgaon / Gurugram +11 other locations
6346,Hiranandani group,4.0,(171),Real Estate,Mumbai +20 other locations
6347,Ananda Dairy,4.0,(172),Agriculture,Noida +33 other locations
6348,Lohum Cleantech,3.4,(172),Semiconductors,Greater Noida +9 other locations
6349,Sree Metaliks,3.8,(171),Industrial Machinery,Barbil +21 other locations
6350,Kepler Healthcare,3.4,(170),Pharma,Ahmedabad +52 other locations
6351,Doordarshan,4.2,(170),Broadcasting,New Delhi +39 other locations
6352,Layam Flexi Solutions,3.6,(170),Recruitment,Chennai +35 other locations
6353,Acer India,3.9,(170),IT Services & Consulting,Bangalore / Bengaluru +35 other locations
6354,CPA Global,3.8,(170),IT Services & Consulting,Noida +6 other locations
6355,Smiiel - A Unit Of Motherson Sumi System,3.6,(170),Semiconductors,Noida +8 other locations
6356,Bharat Petroleum Mumbai Refinery,4.2,(170),Oil & Gas,Mumbai +12 other locations
6357,Valiant Organics,3.6,(170),Chemicals,Bharuch +12 other locations
6358,Kenstar,3.8,(169),Consumer Electronics & Appliances,Gurgaon / Gurugram +51 other locations
6359,All Time Plastics,4.0,(170),Petrochemicals,Mumbai +10 other locations
6360,Gulf Oil Corporation,4.3,(170),Oil & Gas,Hyderabad / Secunderabad +23 other locations
6361,Peninsula Land,4.1,(169),Real Estate,Mumbai +6 other locations
6362,Inmakes Infotech,3.9,(170),,
6363,Indian Council of Agricultural Research,3.8,(170),Education & Training,New Delhi +37 other locations
6364,Wonderchef Home Appliances,3.9,(170),Consumer Electronics & Appliances,Mumbai +31 other locations
6365,Simplify3x Software,3.8,(171),Software Product,Bangalore / Bengaluru +6 other locations
6366,AIG Business Solution,3.4,(170),IT Services & Consulting,Gurgaon / Gurugram +5 other locations
6367,RC Plasto Tanks And Pipes,3.6,(170),,
6368,Unique Engineers,3.5,(170),Industrial Machinery,Gurgaon / Gurugram +33 other locations
6369,3F Industries,3.5,(170),Food Processing,Nellore +23 other locations
6370,Bharat Coking Coal,4.2,(170),Metals & Mining,Dhanbad +22 other locations
6371,Rane Group,4.0,(170),Auto Components,Chennai +24 other locations
6372,Traya Health,3.6,(170),Fitness & Wellness,Mumbai +7 other locations
6373,Gateway Group of Companies,2.3,(170),IT Services & Consulting,Ahmedabad +7 other locations
6374,Auto Mechanics,2.8,(170),,
6375,MGNREGA,3.5,(170),Government,Hyderabad / Secunderabad +95 other locations
6376,Thriveni Sainik Mining,4.2,(170),Metals & Mining,Hazaribag +11 other locations
6377,Magnit Global,3.3,(170),Software Product,Vadodara +6 other locations
6378,Trellix,3.4,(170),Software Product,Bangalore / Bengaluru +3 other locations
6379,Sun Technologies,3.4,(170),IT Services & Consulting,Bangalore / Bengaluru +6 other locations
6380,Thriveni Sainik Mining,4.2,(170),Metals & Mining,Hazaribag +11 other locations
6381,Kriya It,3.2,(170),Internet,Chittoor +10 other locations
6382,Coverfox,3.7,(169),Insurance,Mumbai +9 other locations
6383,Narayana Junior College,3.6,(169),Education & Training,Hyderabad / Secunderabad +29 other locations
6384,Ferring Pharmaceuticals,4.0,(169),Pharma,Hyderabad / Secunderabad +18 other locations
6385,Bose,3.5,(169),Consumer Electronics & Appliances,New Delhi +30 other locations
6386,BG Distributors,3.6,(169),FMCG,Kolkata +33 other locations
6387,Umang Dairies,3.7,(168),FMCG,New Delhi +15 other locations
6388,NaviSite,3.9,(169),IT Services & Consulting,Gurgaon / Gurugram +5 other locations
6389,Cytecare Cancer Hospital,4.6,(169),Healthcare,Bangalore / Bengaluru +3 other locations
6390,Nisa Industrial Services,3.6,(169),Law Enforcement & Security,Mumbai +37 other locations
6391,Jamboree Education,3.4,(169),EdTech,New Delhi +19 other locations
6392,Amar Cars,3.9,(168),Automobile,Vadodara +11 other locations
6393,OM Careers,2.4,(169),Recruitment,Ludhiana +7 other locations
6394,SHREE VASU LOGISTICS,3.2,(170),Logistics,Raipur +20 other locations
6395,Aurus,2.8,(169),FinTech,Pune +4 other locations
6396,Gowtham Model School,3.8,(169),Education & Training,Hyderabad / Secunderabad +15 other locations
6397,Narayana Medical College & Hospital,3.9,(168),Healthcare,Nellore +12 other locations
6398,Mega Rubber Technologies,3.6,(169),Auto Components,Gurgaon / Gurugram +15 other locations
6399,Bry-Air (Asia),3.8,(169),,
6400,ePack Durables Solutions,3.8,(179),,
6401,Narayana Medical College & Hospital,3.9,(168),Healthcare,Nellore +12 other locations
6402,SHREE VASU LOGISTICS,3.2,(170),Logistics,Raipur +20 other locations
6403,Nahar Industrial Enterprises,3.8,(169),Fashion & Textile,Chandigarh +15 other locations
6404,Olive Bar & Kitchen,4.1,(170),Hospitality,Mumbai +15 other locations
6405,Lanson Toyota,4.2,(169),Automobile,Chennai +9 other locations
6406,Ascendum Solutions,3.1,(169),IT Services & Consulting,Bangalore / Bengaluru +8 other locations
6407,Bharti Foundation,3.6,(169),Non-Profit,Gurgaon / Gurugram +34 other locations
6408,Visible Alpha Solutions,3.6,(169),Analytics & KPO,Mumbai +6 other locations
6409,Digamber Finance,4.2,(169),Financial Services,Jaipur +52 other locations
6410,Scorpion Express,3.7,(169),Logistics,Mumbai +37 other locations
6411,NeST Digital,3.6,(169),IT Services & Consulting,Kochi +9 other locations
6412,Sitics Logistic Solutions,2.9,(170),Financial Services,Palakkad +49 other locations
6413,Nerdy Turtlez,2.5,(169),EdTech,Kolkata +4 other locations
6414,Kuantum Papers,4.1,(169),Pulp & Paper,Hoshiarpur +10 other locations
6415,KP GROUP,4.1,(170),Logistics,Surat +27 other locations
6416,Ind swift ltd. Gbu,3.5,(169),,
6417,Rabwin Industries,3.9,(169),Industrial Machinery,Coimbatore +5 other locations
6418,Novopor Advanced Science,4.2,(171),,
6419,IPL Biologicals,4.1,(168),Agriculture,Gurgaon / Gurugram +36 other locations
6420,INOXCVA,3.3,(168),Engineering & Construction,Vadodara +14 other locations
6421,Connect Broadband,4.2,(168),Telecom,Mohali +18 other locations
6422,Fraazo,3.4,(168),Internet,Mumbai +13 other locations
6423,MRCC Solutions,3.0,(168),IT Services & Consulting,Mumbai +9 other locations
6424,UTILITY PROJECTS AND SERVICES,3.9,(168),Engineering & Construction,Chennai +18 other locations
6425,Celebi Delhi Cargo Terminal Management,4.2,(168),Aviation,New Delhi +2 other locations
6426,ObjectWin Technology,3.6,(168),Recruitment,Bangalore / Bengaluru +8 other locations
6427,Salzer Electronics,3.9,(168),Electrical Equipment,Coimbatore +14 other locations
6428,Facebook,4.4,(168),Internet,Bangalore / Bengaluru +27 other locations
6429,MasterSoft ERP Solutions,2.7,(168),Software Product,Nagpur +14 other locations
6430,Ganges Internationale,2.6,(168),Power,Pondicherry / Puducherry +9 other locations
6431,Ranjit Buildcon,4.3,(168),Engineering & Construction,Ahmedabad +21 other locations
6432,Carryfast group,3.6,(168),Logistics,Indore +17 other locations
6433,Infinity Data Technologies,3.6,(168),IT Services & Consulting,Pune +7 other locations
6434,Integrated Enterprises,4.0,(168),Financial Services,Chennai +32 other locations
6435,CRED,3.7,(168),FinTech,Bangalore / Bengaluru +15 other locations
6436,Texport Industries,3.6,(167),Fashion & Textile,Bangalore / Bengaluru +16 other locations
6437,Bhavna Corp.,3.5,(168),IT Services & Consulting,Noida +7 other locations
6438,Admiral Solutions,3.3,(168),IT Services & Consulting,New Delhi +4 other locations
6439,Lepton Software Export & Research,3.6,(168),Software Product,Gurgaon / Gurugram +9 other locations
6440,Lennox India Technology Centre,3.6,(168),Industrial Machinery,Chennai +2 other locations
6441,Infinity Data Technologies,3.6,(168),IT Services & Consulting,Pune +7 other locations
6442,Fare Labs,2.8,(168),Analytics & KPO,Gurgaon / Gurugram +6 other locations
6443,Carryfast group,3.6,(168),Logistics,Indore +17 other locations
6444,Integrated Enterprises,4.0,(168),Financial Services,Chennai +32 other locations
6445,Express Roadways,3.5,(168),Logistics,New Delhi +36 other locations
6446,Indian Terrain Fashions,4.3,(168),Fashion & Textile,Chennai +40 other locations
6447,Honeywell Uop,3.4,(167),Oil & Gas,Gurgaon / Gurugram +5 other locations
6448,Sellcraft Global Solutions,3.5,(167),IT Services & Consulting,Pune +10 other locations
6449,Graphite India,3.5,(167),Electrical Equipment,Nashik +10 other locations
6450,APAC Financial Services,4.0,(167),Financial Services,Mumbai +76 other locations
6451,GDX Group,4.0,(167),Law Enforcement & Security,New Delhi +43 other locations
6452,iBall,4.1,(167),Consumer Electronics & Appliances,Mumbai +37 other locations
6453,Vanesa Care,4.2,(166),Beauty & Personal Care,New Delhi +39 other locations
6454,Karam Safety,4.2,(167),Industrial Machinery,Lucknow +22 other locations
6455,Jivo Wellness,3.1,(167),FMCG,New Delhi +22 other locations
6456,ABEC,3.8,(168),Events,Mumbai +14 other locations
6457,ONKAR DIES,3.6,(167),Engineering & Construction,Pune +5 other locations
6458,Peerless Hospital,4.2,(167),Healthcare,Kolkata +7 other locations
6459,UMSL,3.7,(167),Engineering & Construction,Bhubaneswar +19 other locations
6460,Jivo Wellness,3.1,(167),FMCG,New Delhi +22 other locations
6461,Toyota Kirloskar Auto Parts,4.3,(167),Auto Components,Bangalore / Bengaluru +9 other locations
6462,RegisterKaro,3.3,(176),Internet,Gurgaon / Gurugram +6 other locations
6463,Chembond Chemicals,3.8,(167),Agro Chemicals,Mumbai +23 other locations
6464,Eshopbox Ecommerce,2.9,(167),Internet,Gurgaon / Gurugram +5 other locations
6465,Theon Pharmaceuticals,3.7,(167),Pharma,Baddi +12 other locations
6466,ART Housing Finance (India),3.7,(167),Financial Services,Gurgaon / Gurugram +36 other locations
