,Company_Name,Rating,Reviews,Company_Type,Location_Info
5912,Object Technology Solutions,3.8,(183),IT Services & Consulting,Hyderabad / Secunderabad +11 other locations
5913,Teleminds Infotech,2.7,(183),BPO,Kolkata +2 other locations
5914,"Webasto Roofsystems India Pvt Ltd,",3.9,(182),Automobile,Pune +9 other locations
5915,Air India Express,3.4,(183),Aviation,New Delhi +25 other locations
5916,Fermenta Biotech,4.3,(183),Biotechnology,Bharuch +12 other locations
5917,Bygging India,3.9,(183),Engineering & Construction,New Delhi +34 other locations
5918,Samsung Semiconductor,3.1,(183),Semiconductors,Bangalore / Bengaluru +6 other locations
5919,C.G. Marketing,4.0,(183),Marketing & Advertising,Pune +20 other locations
5920,NMDC Steels,3.8,(183),Iron & Steel,Jagdalpur +17 other locations
5921,C.G. Marketing,4.0,(183),Marketing & Advertising,Pune +20 other locations
5922,Samsung Semiconductor,3.1,(183),Semiconductors,Bangalore / Bengaluru +6 other locations
5923,Bygging India,3.9,(183),Engineering & Construction,New Delhi +34 other locations
5924,CivilMantra Infracon Private Limited,4.0,(184),Engineering & Construction,Gurgaon / Gurugram +4 other locations
5925,IntelliSmart Infrastructure,3.5,(183),,
5926,Dew Solutions,3.6,(183),IT Services & Consulting,Gurgaon / Gurugram +11 other locations
5927,TalentServe,2.0,(183),Software Product,Mumbai +8 other locations
5928,AlmaBetter,3.9,(183),,
5929,Danblock Brakes,3.9,(183),Industrial Machinery,Sonipat +8 other locations
5930,C-quel Management Services,4.3,(182),Accounting & Auditing,Kolkata +14 other locations
5931,Maksat Technologies,3.3,(182),Telecom,New Delhi +36 other locations
5932,Modern Automotives,3.9,(182),Auto Components,Gurgaon / Gurugram +20 other locations
5933,INDIA TODAY GROUP,3.6,(182),Media & Entertainment,Noida +12 other locations
5934,Gangavaram Port,3.4,(182),Ports & Shipping,Visakhapatnam +8 other locations
5935,Target Engineering Construction Company,4.0,(182),Engineering & Construction,Abu Dhabi +16 other locations
5936,Maschio Gaspardo,3.7,(181),Industrial Machinery,Pune +27 other locations
5937,Celon Laboratories,3.3,(182),Pharma,Hyderabad / Secunderabad +24 other locations
5938,Raptim Research,4.4,(181),Clinical Research,Mumbai +4 other locations
5939,Dr. Willmar Schwabe India,4.0,(182),Healthcare,Noida +29 other locations
5940,Amtex Systems,2.9,(182),IT Services & Consulting,Chennai +7 other locations
5941,CoLive,3.9,(182),Real Estate,Bangalore / Bengaluru +9 other locations
5942,The Hindu Group,3.9,(181),Printing & Publishing,Chennai +19 other locations
5943,INFRES METHODEX,3.1,(183),Industrial Automation,New Delhi +40 other locations
5944,JK Agri Genetics,3.5,(182),Biotechnology,Hyderabad / Secunderabad +51 other locations
5945,Jeena & Company,3.5,(182),Logistics,Mumbai +24 other locations
5946,Krystal Integrated Services Limited,4.1,(182),Facility Management Services,Mumbai +24 other locations
5947,Carwale,3.5,(182),Internet,Mumbai +21 other locations
5948,A2Z Infraservices,4.0,(182),Facility Management Services,New Delhi +22 other locations
5949,Sequretek It Solutions,3.4,(182),Emerging Technologies,Mumbai +10 other locations
5950,Sistema Shyam Teleservices,4.9,(182),Telecom,Gurgaon / Gurugram +43 other locations
5951,Rimini Street,4.0,(182),IT Services & Consulting,Hyderabad / Secunderabad +2 other locations
5952,Private Practice,4.5,(182),,
5953,Arihant Superstructures,3.5,(182),Real Estate,Mumbai +6 other locations
5954,Sims Hospital,4.0,(182),Healthcare,Chennai +18 other locations
5955,Gokul Agro Resources,3.8,(183),FMCG,Gandhidham +17 other locations
5956,Agrim,3.0,(182),Agriculture,Gurgaon / Gurugram +14 other locations
5957,SAT n paper,4.5,(182),,
5958,Givaudan,4.1,(182),Beauty & Personal Care,Pune +10 other locations
5959,Source One Management Services,3.6,(182),IT Services & Consulting,Bangalore / Bengaluru +11 other locations
5960,PC Financial Services,3.9,(182),Financial Services,Gurgaon / Gurugram +4 other locations
5961,IRIS KPO Resourcing,3.8,(182),Analytics & KPO,Chennai +1 other locations
5962,Prione Business Services,4.4,(182),Retail,Bangalore / Bengaluru +24 other locations
5963,Simpa Energy,4.6,(182),Power,Noida +32 other locations
5964,Open Financial Technologies Private Limited,3.2,(182),FinTech,Bangalore / Bengaluru +12 other locations
5965,Toyo INK,4.2,(182),Chemicals,Greater Noida +14 other locations
5966,NMTronics India Private Limited,3.2,(182),Electronics Manufacturing,Noida +10 other locations
5967,Burman Hospitality,3.8,(182),Hospitality,New Delhi +26 other locations
5968,Virbac Animal Health,4.0,(181),Pharma,Mumbai +57 other locations
5969,Capricorn Logistics,3.6,(181),Logistics,Mumbai +23 other locations
5970,Central Institute of Plastics Engineering & Technology,3.8,(181),Education & Training,Chennai +36 other locations
5971,Incrementors Web Solutions,3.9,(181),Financial Services,New Delhi +3 other locations
5972,PPMS Field Marketing,3.9,(181),Marketing & Advertising,Chennai +34 other locations
5973,Salasar Techno Engineering,4.2,(181),Iron & Steel,Ghaziabad +25 other locations
5974,IFB Agro Industries,4.0,(181),Beverage,Kolkata +31 other locations
5975,Experion Developers,4.7,(181),Real Estate,Gurgaon / Gurugram +9 other locations
5976,Gpt Infraprojects,3.9,(180),Engineering & Construction,Kolkata +25 other locations
5977,SEG Automotive,3.9,(181),Auto Components,Bangalore / Bengaluru +7 other locations
5978,Biorad Medisys,3.7,(181),Healthcare,Pune +12 other locations
5979,HLE Glascoat,3.2,(181),Industrial Machinery,Anand +9 other locations
5980,The Pride Hotel,3.1,(180),Hospitality,Pune +22 other locations
5981,Vehere Technologies,4.4,(181),IT Services & Consulting,Kolkata +7 other locations
5982,SrinSoft Technologies,3.4,(181),IT Services & Consulting,Chennai +5 other locations
5983,Wepsol,3.5,(181),IT Services & Consulting,Bangalore / Bengaluru +21 other locations
5984,Childline India Foundation,4.2,(181),Non-Profit,Mumbai +67 other locations
5985,Ubique Systems,3.8,(181),Recruitment,Kolkata +11 other locations
5986,Godrej Tyson Food,4.0,(180),Food Processing,Mumbai +34 other locations
5987,Laminaar Aviation Infotech,2.6,(181),IT Services & Consulting,Bangalore / Bengaluru +5 other locations
5988,Hurix Systems,3.6,(181),Content Development,Chennai +4 other locations
5989,Meritto,3.4,(181),Internet,Gurgaon / Gurugram +11 other locations
5990,Cex Webuy Entertainment,3.4,(181),Retail,Mumbai +10 other locations
5991,Invenio Business Solutions,3.5,(181),IT Services & Consulting,Hyderabad / Secunderabad +6 other locations
5992,Oxford University Press,3.3,(181),Printing & Publishing,New Delhi +28 other locations
5993,Solverminds Solutions and Technologies,3.4,(181),IT Services & Consulting,Chennai +4 other locations
5994,Ambuja Cement Foundation,3.8,(181),Non-Profit,Jaipur +62 other locations
5995,Birla Cellulose,3.5,(181),Pulp & Paper,Bharuch +15 other locations
5996,Four Seasons Hotel,3.8,(181),Hospitality,Mumbai +20 other locations
5997,Bajaj Markets,2.9,(186),FinTech,Pune +17 other locations
5998,NRP Projects,4.1,(181),Engineering & Construction,Chennai +28 other locations
5999,MKU,2.9,(181),Defence & Aerospace,Kanpur +10 other locations
6000,MKU,2.9,(181),Defence & Aerospace,Kanpur +10 other locations
6001,Truemeds,3.6,(181),Pharma,Mumbai +21 other locations
6002,Oliva Skin and Hair Clinics,3.7,(181),Healthcare,Hyderabad / Secunderabad +11 other locations
6003,SILA Group (India),3.6,(181),Internet,Mumbai +21 other locations
6004,Jehangir Hospital,3.9,(181),Healthcare,Pune +5 other locations
6005,Apollo Spectra Hospitals,4.4,(181),Healthcare,New Delhi +20 other locations
6006,Kundan Group,3.2,(181),Jewellery,New Delhi +21 other locations
6007,Vikas Money,4.7,(180),NBFC,Palakkad +9 other locations
6008,Shemaroo Entertainment,3.5,(180),Media & Entertainment,Mumbai +3 other locations
6009,Ghatge Patil Industries,3.8,(180),Industrial Machinery,Kolhapur +8 other locations
6010,Fabtech Projects & Engineers,3.9,(181),Engineering & Construction,Pune +20 other locations
6011,WNS Denali,3.5,(180),,
6012,RT Network Solutions,3.3,(179),IT Services & Consulting,Kolkata +33 other locations
6013,Ayoki Fabricon,3.8,(178),Engineering & Construction,Pune +24 other locations
6014,GVK Group,3.8,(179),Engineering & Construction,Hyderabad / Secunderabad +37 other locations
6015,Gangar Eyenation,3.7,(180),Retail,Mumbai +22 other locations
6016,Inteva Products,3.8,(180),Auto Components,Bangalore / Bengaluru +3 other locations
6017,University Living Accommodation,3.9,(180),Internet,Noida +6 other locations
6018,Afflatus Gravures,3.8,(181),Printing & Publishing,Noida +13 other locations
6019,Qube Cinema Technologies,3.8,(180),Media & Entertainment,Chennai +11 other locations
6020,Phenix Construction Technologies,4.0,(180),Engineering & Construction,Ahmedabad +13 other locations
6021,Roha Housing Finance,3.6,(180),Financial Services,New Delhi +37 other locations
6022,Cyient DLM,3.9,(180),,
6023,CodSoft,3.9,(180),,
6024,Accurate Engineering Company,3.2,(180),Industrial Machinery,Pune +26 other locations
6025,Volante Technologies,3.3,(180),FinTech,Chennai +5 other locations
6026,"MIDLAND CREDIT MANAGEMENT, INC.",3.8,(180),Financial Services,Gurgaon / Gurugram +6 other locations
6027,Monomark Engineering,4.2,(180),Engineering & Construction,Chittorgarh +25 other locations
6028,Muthoot Mercantile,3.4,(182),NBFC,Thiruvananthapuram +52 other locations
6029,Don Bosco Tech Society,4.1,(178),Non-Profit,New Delhi +51 other locations
6030,Tech Mahindra Foundation,4.1,(179),Non-Profit,New Delhi +23 other locations
6031,Symed Labs,3.7,(180),Pharma,Hyderabad / Secunderabad +5 other locations
6032,Sagar Hospital,4.2,(178),Healthcare,Bangalore / Bengaluru +7 other locations
6033,AMBITION JOB,4.1,(180),Recruitment,Hyderabad / Secunderabad +27 other locations
6034,insightsoftware,3.7,(180),Software Product,Hyderabad / Secunderabad +5 other locations
6035,Intense Technologies,3.6,(179),IT Services & Consulting,Hyderabad / Secunderabad +13 other locations
6036,Axa Parenterals,3.6,(179),Medical Equipment,Roorkee +9 other locations
6037,Global Hospital Pune India,3.9,(180),,
6038,NHPC,4.1,(179),Power,Faridabad +26 other locations
6039,Kapil Chit Funds,4.1,(177),FinTech,Hyderabad / Secunderabad +47 other locations
6040,Fangs Technology,4.1,(180),Consumer Electronics & Appliances,Chennai +24 other locations
6041,S kant Healthcare Ltd,4.7,(179),Pharma,Vapi +8 other locations
6042,Ansal Api,3.7,(178),Real Estate,New Delhi +17 other locations
6043,cFIRST,3.7,(179),Recruitment,Ahmedabad +7 other locations
6044,DSM SOFT,3.0,(179),IT Services & Consulting,Tiruchirappalli +5 other locations
6045,Jai Kisan,3.2,(179),Internet,Mumbai +32 other locations
6046,Ilensys Technologies,4.1,(179),Engineering & Construction,Hyderabad / Secunderabad +3 other locations
6047,Graygraph Technologies Private Limited,4.4,(179),IT Services & Consulting,Noida +4 other locations
6048,Innovapptive,4.1,(181),Software Product,Hyderabad / Secunderabad +2 other locations
6049,Overseas Health Care,3.1,(179),Pharma,Phillaur +42 other locations
6050,Labtron Equipment,3.5,(179),,
6051,Essencea Infoserv,2.7,(179),BPO,Hyderabad / Secunderabad +7 other locations
6052,Zeon Lifesciences,4.1,(178),Fitness & Wellness,Paonta Sahib +6 other locations
6053,Oswal Group,3.8,(179),Fashion & Textile,Ludhiana +14 other locations
6054,Indus Motors,4.0,(179),Automobile,Kochi +32 other locations
6055,Qatar Petroleum,4.3,(179),Oil & Gas,Doha +11 other locations
6056,Hotel Parle International,3.8,(180),Travel & Tourism,Mumbai +69 other locations
6057,Reliance Smart Point,4.2,(180),,
6058,Sigma Supply Chain Solutions,3.4,(179),Logistics,Noida +46 other locations
6059,ACUTAAS CHEMICALS LIMITED,3.7,(179),Pharma,Surat +8 other locations
6060,Hotel Parle International,3.8,(180),Travel & Tourism,Mumbai +69 other locations
6061,Indus Motors,4.0,(179),Automobile,Kochi +32 other locations
6062,Qatar Petroleum,4.3,(179),Oil & Gas,Doha +11 other locations
6063,Gates,3.8,(179),Industrial Automation,Faridabad +18 other locations
6064,HomeBazaar.com,3.7,(180),Real Estate,Mumbai +9 other locations
6065,Jarvis Technology and Strategy Consulting,3.4,(179),Management Consulting,New Delhi +36 other locations
6066,Sulphur Mills,3.8,(179),Agro Chemicals,Mumbai +31 other locations
6067,Mangalam Landmarks,4.7,(179),Real Estate,Pune +2 other locations
6068,Allset Business Solutions,3.8,(179),BPO,Chennai +11 other locations
6069,MSL Driveline Systems,4.2,(179),Auto Components,Nashik +8 other locations
6070,MEP Infrastructure Developers,3.6,(178),Engineering & Construction,Mumbai +21 other locations
6071,Talwalkars Better Value Fitness,4.2,(178),Fitness & Wellness,Mumbai +55 other locations
6072,Macmet Engineering,3.9,(177),Industrial Machinery,Kolkata +16 other locations
6073,CR Asia,4.1,(178),Oil & Gas,Jamnagar +12 other locations
6074,Creative Group,4.1,(178),Architecture & Interior Design,New Delhi +19 other locations
6075,TPF Engineering,3.8,(178),Engineering & Construction,Mumbai +31 other locations
6076,Sadhu Forging,3.6,(178),Industrial Machinery,Faridabad +8 other locations
6077,Reliance Corporate IT Park,4.0,(178),,
6078,Gunnebo,3.8,(178),Defence & Aerospace,Vadodara +13 other locations
6079,Tata Memorial Hospital,4.1,(178),Healthcare,Mumbai +10 other locations
6080,Macmet Engineering,3.9,(177),Industrial Machinery,Kolkata +16 other locations
6081,Tata Memorial Hospital,4.1,(178),Healthcare,Mumbai +10 other locations
6082,Gunnebo,3.8,(178),Defence & Aerospace,Vadodara +13 other locations
6083,KayBee Bio Organics,3.7,(178),Agro Chemicals,Pune +15 other locations
6084,Programming.Com,3.5,(178),IT Services & Consulting,Gurgaon / Gurugram +12 other locations
6085,Bambino Agro Industries,4.0,(178),Food Processing,Hyderabad / Secunderabad +30 other locations
6086,Unilog Content Solutions ( P),3.5,(178),Software Product,Mysuru / Mysore +5 other locations
6087,Prgx India,3.4,(178),Accounting & Auditing,Pune +2 other locations
6088,Mangal Industries,3.8,(178),Auto Components,Tirupati +19 other locations
6089,SeQuent Scientific,3.7,(178),Pharma,Mumbai +17 other locations
6090,Shakti Hormann,3.7,(178),Architecture & Interior Design,Hyderabad / Secunderabad +15 other locations
6091,Zenoti,3.0,(178),IT Services & Consulting,Hyderabad / Secunderabad +3 other locations
6092,Crif Solutions,3.3,(175),FinTech,Pune +2 other locations
6093,Corrtech International,3.3,(178),Engineering & Construction,Ahmedabad +44 other locations
6094,Nippon Konpo,4.0,(177),Logistics,Gurgaon / Gurugram +16 other locations
6095,Cadmaxx Solutions,3.5,(178),IT Services & Consulting,Bangalore / Bengaluru +14 other locations
6096,Monginis Foods,3.5,(178),Food Processing,Mumbai +28 other locations
6097,Sandfits Foundries,4.1,(178),Auto Components,Coimbatore +3 other locations
6098,Euronet Worldwide,3.6,(178),,
6099,United Nations Development Programme,4.1,(178),Non-Profit,New Delhi +57 other locations
6100,Kolors Healthcare,3.7,(176),Healthcare,Hyderabad / Secunderabad +29 other locations
6101,alliantgroup,2.1,(184),Management Consulting,Hyderabad / Secunderabad +3 other locations
6102,American InfoSource,3.4,(178),IT Services & Consulting,Vadodara +2 other locations
6103,Minda Stoneridge Instruments,3.4,(179),Auto Components,Pune +7 other locations
6104,Bharat Benz,4.3,(178),Automobile,Chennai +78 other locations
6105,Asianet Satellite Communications,4.4,(178),Internet,Thiruvananthapuram +23 other locations
6106,Ecolab Digital Center,3.4,(178),Chemicals,Bangalore / Bengaluru +3 other locations
6107,Privi Speciality Chemicals,3.9,(181),Chemicals,Mahad +13 other locations
6108,TekisHub Consulting Services,3.9,(178),IT Services & Consulting,Hyderabad / Secunderabad +13 other locations
6109,Aarav Global Products & Services Private Limited,2.6,(180),IT Services & Consulting,Mumbai +7 other locations
6110,Evonith Steel,3.9,(178),,
6111,Starworth Infrastructure Construction,3.7,(176),Engineering & Construction,Bangalore / Bengaluru +8 other locations
6112,SPIE Oil & Gas Services,4.2,(177),Oil & Gas,Doha +22 other locations
6113,Collage,4.2,(177),Retail,Chennai +78 other locations
6114,Hitek Syndicate,3.5,(177),Banking,New Delhi +16 other locations
6115,Matrix Cellular Services,4.0,(177),Telecom,New Delhi +20 other locations
6116,Anytime Fitness,3.6,(177),Fitness & Wellness,New Delhi +31 other locations
6117,Emversity,4.1,(177),Education & Training,Bangalore / Bengaluru +23 other locations
6118,Tropilite Foods,3.6,(177),Food Processing,Gwalior +28 other locations
6119,EbixCash Financial Technologies,2.9,(178),,
6120,MSV International,3.7,(177),Engineering & Construction,Gurgaon / Gurugram +61 other locations
6121,Cipla Industries,3.9,(177),Pharma,Mumbai +31 other locations
6122,Institute of Language Management,4.1,(177),Education & Training,Bangalore / Bengaluru +12 other locations
6123,Mandovi Motors,3.7,(177),Auto Components,Bangalore / Bengaluru +6 other locations
6124,GoMechanic,3.3,(177),Internet,Gurgaon / Gurugram +23 other locations
6125,Kyb Motorcycle Suspension,3.7,(177),Industrial Machinery,Chennai +13 other locations
6126,Virinchi Technologies,3.2,(178),IT Services & Consulting,Hyderabad / Secunderabad +5 other locations
6127,Diksha Technologies,3.2,(177),IT Services & Consulting,Bangalore / Bengaluru +6 other locations
6128,TechMojo Solutions,4.0,(177),IT Services & Consulting,Hyderabad / Secunderabad +1 other locations
6129,Swipewire Technologies,3.7,(177),Software Product,Chennai +4 other locations
6130,Kamdhenu,3.7,(177),Building Material,Gurgaon / Gurugram +45 other locations
6131,Swal Corporation,4.2,(178),Agro Chemicals,Pune +77 other locations
6132,Jagatjit Industries,3.6,(177),Beverage,New Delhi +23 other locations
6133,Jubilant Industries,3.9,(177),Agro Chemicals,New Delhi +36 other locations
6134,Swelect Energy Systems,3.9,(177),Electrical Equipment,Chennai +40 other locations
6135,Eicher Trucks and Buses,4.5,(177),Automobile,Indore +53 other locations
6136,Som Projects (S.P.L),3.8,(175),Engineering & Construction,New Delhi +26 other locations
6137,Inspiredge IT Solutions,3.9,(177),IT Services & Consulting,Visakhapatnam +4 other locations
6138,Miraj Group,4.1,(177),Printing & Publishing,Udaipur +26 other locations
6139,Lithium Urban Technologies,3.5,(177),Urban Transport,Bangalore / Bengaluru +13 other locations
6140,Eicher Trucks and Buses,4.5,(177),Automobile,Indore +53 other locations
6141,Institute of Language Management,4.1,(177),Education & Training,Bangalore / Bengaluru +12 other locations
6142,Cipla Industries,3.9,(177),Pharma,Mumbai +31 other locations
6143,Wintax Solution,4.8,(177),Recruitment,Surat +61 other locations
6144,Inspiredge IT Solutions,3.9,(177),IT Services & Consulting,Visakhapatnam +4 other locations
6145,ANEWA Engineering,3.7,(177),Engineering & Construction,Hyderabad / Secunderabad +1 other locations
6146,DESIGNCO,4.0,(176),Import & Export,Moradabad +7 other locations
6147,Hyderabad Metro Rail,4.0,(177),Railways,Hyderabad / Secunderabad +5 other locations
6148,Cadworks India,4.8,(177),Design,New Delhi +6 other locations
6149,LiquidHub,3.6,(176),IT Services & Consulting,Hyderabad / Secunderabad +8 other locations
6150,Applus Velosi,3.6,(176),Oil & Gas,Chennai +22 other locations
6151,SmartSchool Education,4.6,(176),EdTech,Noida +13 other locations
6152,Wibmo,3.1,(174),FinTech,Bangalore / Bengaluru +4 other locations
6153,Ashish Life Science,3.7,(176),Pharma,Mumbai +10 other locations
6154,Jaslok Hospital and Research Centre,4.0,(176),Healthcare,Mumbai +10 other locations
6155,Panchshil Realty,4.2,(176),Real Estate,Pune +3 other locations
6156,Architect Hafeez Contractor,3.1,(176),Architecture & Interior Design,Mumbai +9 other locations
6157,Radiant Appliances,4.1,(176),Electronics Manufacturing,Hyderabad / Secunderabad +6 other locations
6158,DesiCrew Solutions,3.2,(177),Financial Services,Chennai +14 other locations
6159,AIG,3.8,(176),Insurance,Bangalore / Bengaluru +13 other locations
6160,Eros Group,4.0,(176),Real Estate,New Delhi +13 other locations
6161,Apollo Cradle,4.2,(176),,
6162,Relyon Softech,3.9,(176),Software Product,Bangalore / Bengaluru +15 other locations
6163,Pegasus InfoCorp,2.8,(176),IT Services & Consulting,Mumbai +10 other locations
6164,Aster Cmi Hospital,3.8,(176),Healthcare,Bangalore / Bengaluru +7 other locations
6165,River Engineering,3.5,(176),Industrial Machinery,Greater Noida +10 other locations
6166,Techugo,3.7,(176),Software Product,Noida +7 other locations
6167,nurture.farm,3.3,(176),Agriculture,Bangalore / Bengaluru +46 other locations
6168,General Industrial Controls,3.6,(176),Industrial Automation,Pune +14 other locations
6169,AMS Comtel BPMS,3.2,(176),IT Services & Consulting,New Delhi +13 other locations
6170,Mitsuba,3.7,(176),Auto Components,Gurgaon / Gurugram +12 other locations
6171,Vision IAS,2.3,(177),Education & Training,New Delhi +10 other locations
6172,Naresh i Technologies,3.9,(176),IT Services & Consulting,Hyderabad / Secunderabad +10 other locations
6173,Aster MIMS,4.4,(176),Healthcare,Kozhikode +19 other locations
6174,Apis India Limited,3.7,(176),Food Processing,New Delhi +43 other locations
6175,Elsevier,3.8,(177),Printing & Publishing,Bangalore / Bengaluru +10 other locations
6176,Republic TV,2.9,(176),Media & Entertainment,Noida +8 other locations
6177,Dr B Lal Clinical Laboratory,4.1,(176),Healthcare,Jaipur +13 other locations
6178,L&T Buildings & Factories,3.8,(176),Engineering & Construction,Mumbai +27 other locations
6179,UTI Asset Management Company,3.8,(177),Financial Services,Mumbai +58 other locations
6180,Divgi Torqtransfer Systems,3.2,(176),Auto Components,Pune +7 other locations
6181,Auto Ignition,3.6,(176),Auto Components,Faridabad +8 other locations
6182,Healthplix Technologies,3.0,(176),Fitness & Wellness,Bangalore / Bengaluru +28 other locations
6183,Crescon Projects & Services,3.7,(176),Engineering & Construction,Chennai +21 other locations
6184,KNNX Corp,2.7,(176),IT Services & Consulting,Noida +7 other locations
6185,Ghv India,4.2,(174),Engineering & Construction,Mumbai +31 other locations
6186,Kaff Appliances (india),3.1,(172),Consumer Electronics & Appliances,Gurgaon / Gurugram +32 other locations
6187,Xrbia Developers,2.8,(173),Real Estate,Pune +7 other locations
6188,Geno Pharmaceuticals,2.9,(175),Pharma,Mumbai +41 other locations
6189,Ultra Engineers,4.1,(175),Industrial Machinery,Pune +8 other locations
6190,Polyplastics,3.8,(175),Petrochemicals,Ahmedabad +23 other locations
6191,Hindustan Platinum,3.6,(175),Metals & Mining,Mumbai +4 other locations
6192,Wellspring Healthcare,2.9,(175),Healthcare,Mumbai +27 other locations
6193,Compuage Infocom,4.1,(175),Hardware & Networking,Mumbai +41 other locations
6194,National Aerospace Laboratories,4.3,(175),Defence & Aerospace,Bangalore / Bengaluru +2 other locations
6195,Vardhman Special Steels,4.1,(175),Iron & Steel,Ludhiana +4 other locations
6196,Archean Chemical Industries,3.9,(175),Chemicals,Bhuj +18 other locations
6197,Mansukh Securities & Finance,3.3,(175),Financial Services,Ahmedabad +11 other locations
6198,Goibibo,4.4,(175),Internet,Bangalore / Bengaluru +19 other locations
6199,Blue Tokai Coffee Roasters,3.9,(175),Beverage,New Delhi +10 other locations
6200,Ravi Foods,3.8,(175),Food Processing,Hyderabad / Secunderabad +33 other locations
6201,Fichtner Consulting Engineers,3.7,(174),Engineering & Construction,Chennai +25 other locations
6202,Indian Council of Medical Research,4.3,(175),Healthcare,New Delhi +40 other locations
6203,Presidency University,2.6,(175),Education & Training,Bangalore / Bengaluru +7 other locations
6204,CTR Manufacturing Industries,3.7,(175),Industrial Machinery,Pune +10 other locations
6205,Swaraj Engines,3.7,(175),Automobile,Mohali +10 other locations
6206,MaxVal Group,3.3,(175),IT Services & Consulting,Coimbatore +8 other locations
6207,Leena Powertech Engineers,3.6,(175),Engineering & Construction,Mumbai +12 other locations
6208,KDK Software,2.9,(175),Software Product,Jaipur +13 other locations
6209,Market Xcel Data Matrix,2.7,(175),Analytics & KPO,New Delhi +27 other locations
6210,Aptonline,3.3,(175),IT Services & Consulting,Hyderabad / Secunderabad +6 other locations
6211,VASANTHA TOOL CRAFTS,3.9,(175),Industrial Machinery,Hyderabad / Secunderabad +1 other locations
6212,Groupe Seb,3.4,(175),Consumer Electronics & Appliances,New Delhi +35 other locations
6213,Kent,3.6,(175),Financial Services,Noida +53 other locations
6214,Infibeam Avenues,3.4,(175),IT Services & Consulting,Mumbai +11 other locations
6215,Gainwell Technologies,4.0,(175),IT Services & Consulting,Bangalore / Bengaluru +10 other locations
6216,Accurate Global Alliances,4.7,(175),Recruitment,Noida +6 other locations
6217,Denso Ten Minda India,4.1,(175),Auto Components,Bawal +10 other locations
6218,Bajaj Steel Industries,3.3,(175),Industrial Machinery,Nagpur +8 other locations
6219,Keihin India Manufacturing,4.4,(174),Auto Components,Neemrana +9 other locations
6220,Poonawalla Finance,3.7,(174),NBFC,Pune +82 other locations
6221,Bureau of Indian Standards,3.9,(175),Government,New Delhi +28 other locations
6222,S.M. Consultants,3.5,(174),Management Consulting,Bhubaneswar +23 other locations
6223,SEForge,3.4,(173),Engineering & Construction,Coimbatore +6 other locations
6224,Escorts Construction Equipment,4.0,(174),Industrial Machinery,Faridabad +25 other locations
6225,Translumina Therapeutics,3.6,(174),Healthcare,New Delhi +16 other locations
6226,Globe Capital Market,3.5,(174),Investment Banking / Venture Capital / Private Equity,New Delhi +32 other locations
6227,Indian School of Business,3.2,(174),Analytics & KPO,Hyderabad / Secunderabad +9 other locations
6228,Lal Baba Seamless Tubes,3.1,(173),Industrial Machinery,Haldia +6 other locations
6229,Brandix India Apparel City,3.9,(174),Fashion & Textile,Visakhapatnam +4 other locations
6230,ABT Maruti,3.9,(174),Automobile,Chennai +19 other locations
6231,Shankar Packagings,2.6,(174),Packaging,Vadodara +6 other locations
6232,Sowparnika,3.8,(174),Real Estate,Bangalore / Bengaluru +11 other locations
6233,RattanIndia Power,3.1,(174),Power,Amravati +9 other locations
6234,Arwade Infrastructure,4.0,(173),Engineering & Construction,Pune +11 other locations
6235,Holy Family Hospital,3.6,(174),Healthcare,New Delhi +12 other locations
6236,Gujarat Guardian Ltd.,3.6,(174),Building Material,Ankleshwar +18 other locations
6237,S V S Projects India,3.2,(175),Engineering & Construction,Hyderabad / Secunderabad +9 other locations
6238,Corient Business Solutions,3.1,(174),Accounting & Auditing,Mumbai +8 other locations
6239,OASYS Tech Solutions,3.8,(174),IT Services & Consulting,Bhubaneswar +16 other locations
6240,Anand Rathi Wealth Management,3.2,(174),Financial Services,Mumbai +23 other locations
6241,iNeuron.ai,4.1,(171),,
6242,Arvind Smartspaces Limited,3.6,(174),Real Estate,Ahmedabad +6 other locations
6243,Edunet Foundation,4.1,(174),Non-Profit,Bangalore / Bengaluru +43 other locations
6244,Garden Reach Shipbuilders & Engineers,4.2,(173),Ports & Shipping,Kolkata +6 other locations
6245,OneAdvanced,3.0,(175),IT Services & Consulting,Bangalore / Bengaluru +6 other locations
6246,Maccaferri,3.7,(174),Real Estate,Gurgaon / Gurugram +31 other locations
6247,Harbinger Systems,3.5,(174),Software Product,Pune +2 other locations
6248,Opporture,4.8,(174),Content Development,Hyderabad / Secunderabad +1 other locations
6249,BGD Tech PVT LTD,4.3,(175),IT Services & Consulting,Bangalore / Bengaluru +2 other locations
6250,Miles Education - CPA & CMA Review (Hyderabad),3.9,(173),Education & Training,Bangalore / Bengaluru +12 other locations
6251,Appiness Interactive,4.5,(173),IT Services & Consulting,Bangalore / Bengaluru +4 other locations
6252,Sakarni Plaster,4.4,(173),Building Material,New Delhi +28 other locations
6253,Vilcart,3.7,(173),Internet,Bangalore / Bengaluru +47 other locations
6254,Thinksynq Solutions,3.8,(173),Management Consulting,Chennai +15 other locations
6255,Donear Industries,3.2,(173),Fashion & Textile,Mumbai +19 other locations
6256,Epimoney,3.2,(173),Financial Services,Mumbai +16 other locations
6257,Sharda Hospital,3.8,(172),Healthcare,Greater Noida +7 other locations
6258,Bentley Systems,4.3,(173),Software Product,Pune +7 other locations
6259,Automation Anywhere,3.7,(173),Industrial Automation,Bangalore / Bengaluru +13 other locations
6260,Lynk,3.2,(173),Logistics,Chennai +14 other locations
